p_val	avg_diff	pct.1	pct.2	cluster	gene
Ednrb	7.75266818761099e-22	1.84740298006808	0.327	0.011	Myoid	Ednrb
Gpc6	4.07830953126518e-21	1.31521645851235	0.286	0.008	Myoid	Gpc6
Npy1r	1.01149733683337e-20	1.39095301250713	0.265	0.005	Myoid	Npy1r
Ptp4a31	1.18233477052588e-20	1.4470810482489	0.388	0.047	Myoid	Ptp4a3
Myl62	1.23423473578041e-20	1.21144205767204	0.755	0.419	Myoid	Myl6
Ccnd11	1.11790234635029e-19	1.75345752456195	0.429	0.038	Myoid	Ccnd1
Tspan15	1.52909972179016e-19	1.14396877055926	0.306	0.018	Myoid	Tspan15
Serpine2	1.722455174799e-19	1.47391433100992	0.449	0.052	Myoid	Serpine2
Map3k7cl	2.24652306111728e-19	1.38328962093889	0.224	0.002	Myoid	Map3k7cl
Rcan2	2.68597169402013e-19	1.50977277585147	0.245	0.009	Myoid	Rcan2
Des	9.39152052912255e-19	1.39285744154035	0.367	0.048	Myoid	Des
Mfge81	2.18466659961799e-18	1.52157134453619	0.592	0.207	Myoid	Mfge8
Rrad	2.7517154246247e-18	1.36300790762081	0.245	0.003	Myoid	Rrad
Itgb11	5.93464951879097e-18	1.10359765709009	0.755	0.542	Myoid	Itgb1
Cpm	1.18882306171726e-17	1.29018685500215	0.224	0.005	Myoid	Cpm
Serpini1	1.33740386166158e-17	1.34287864298818	0.347	0.028	Myoid	Serpini1
Ndufa4l2	1.88213737123855e-17	1.22658533674266	0.286	0.016	Myoid	Ndufa4l2
Fbxo32	1.89524117627146e-17	1.48486506722304	0.265	0.023	Myoid	Fbxo32
Nrarp	2.63929241469806e-17	1.12501214951758	0.224	0.005	Myoid	Nrarp
Trpc6	2.98241096571704e-17	1.24052066850327	0.224	0.002	Myoid	Trpc6
4930523C07Rik	3.62501160553676e-17	1.33742603996144	0.367	0.09	Myoid	4930523C07Rik
Kcnj8	4.60790566460748e-17	1.80424613053388	0.245	0.007	Myoid	Kcnj8
Rasgrp2	8.90641597978006e-17	1.37595331274853	0.347	0.078	Myoid	Rasgrp2
Thsd4	1.84493406222103e-16	1.0975265934682	0.224	0.008	Myoid	Thsd4
Steap4	1.86788769687863e-16	1.38745413629125	0.245	0.01	Myoid	Steap4
Zak	1.91043913470254e-16	1.41625555874334	0.327	0.032	Myoid	Zak
Abcc9	2.41798439031918e-16	1.59093783761008	0.286	0.016	Myoid	Abcc9
Mcam1	2.60552094136308e-16	1.28255535934606	0.265	0.009	Myoid	Mcam
Fam162a	5.41567254034452e-16	1.29334107583162	0.469	0.199	Myoid	Fam162a
Nes	1.21249685077283e-15	1.50963557491855	0.286	0.011	Myoid	Nes
Fermt22	1.29971936520251e-15	1.18144962629888	0.571	0.296	Myoid	Fermt2
Lhfp	1.32823938106733e-14	1.30394584947456	0.408	0.13	Myoid	Lhfp
Pde5a	1.73980884162476e-14	1.23801856736902	0.286	0.042	Myoid	Pde5a
Esam1	2.08253251935852e-14	1.37716718393233	0.347	0.026	Myoid	Esam
Flna	2.51871895763809e-14	1.25978990666826	0.347	0.109	Myoid	Flna
Syn3	3.77313364838709e-14	1.32890194181864	0.265	0.046	Myoid	Syn3
Itga1	4.64314115537799e-14	1.35940588113254	0.327	0.049	Myoid	Itga1
Arhgef7	7.04117450737296e-14	1.21088385182397	0.306	0.057	Myoid	Arhgef7
Adamts1	7.65276946003164e-14	1.63890977348592	0.367	0.099	Myoid	Adamts1
Rbpms	7.75956385133804e-14	1.17411967548146	0.49	0.24	Myoid	Rbpms
Tbx3	1.50389128612934e-13	1.18219119086892	0.245	0.016	Myoid	Tbx3
Atf3	8.70224295672014e-13	1.86142666564823	0.327	0.052	Myoid	Atf3
Inpp4b1	1.35707457768001e-12	0.881520461556949	0.224	0.011	Myoid	Inpp4b
Cspg4	2.55449779068819e-12	1.23302095234236	0.265	0.053	Myoid	Cspg4
Btg21	3.55785745596937e-12	1.27805580307143	0.531	0.233	Myoid	Btg2
Art3	4.14506417599348e-12	1.21551003117147	0.449	0.149	Myoid	Art3
Nexn	2.14382092570487e-11	1.40210610479347	0.306	0.075	Myoid	Nexn
Ptrf1	2.40205587237829e-11	1.06491718851265	0.592	0.321	Myoid	Ptrf
Aoc31	5.88171007672863e-11	1.11461874704683	0.306	0.065	Myoid	Aoc3
Lmod1	8.9301380340405e-11	1.26244145228747	0.51	0.196	Myoid	Lmod1
Ptms1	1.72113017986224e-10	0.950325944598621	0.633	0.344	Myoid	Ptms
Mnd1	3.94794925406608e-10	1.08766573618393	0.224	0.017	Myoid	Mnd1
Cyb5r3	8.6406200813708e-10	0.964975067496078	0.653	0.431	Myoid	Cyb5r3
Ifi27l2a2	1.36074169643365e-09	1.34845937072142	0.327	0.093	Myoid	Ifi27l2a
Nostrin1	1.36454860733155e-09	1.03121735052189	0.224	0.015	Myoid	Nostrin
Slc7a2	1.91359376181742e-09	0.845617180745176	0.245	0.031	Myoid	Slc7a2
Nr2f21	2.10218183502093e-09	0.97946574415104	0.551	0.28	Myoid	Nr2f2
Lims1	3.43213524348298e-09	1.00394307002538	0.388	0.161	Myoid	Lims1
Nr4a2	4.35517524419299e-09	1.13032321410883	0.224	0.017	Myoid	Nr4a2
Prrx1	4.58369657196268e-09	1.02362320105573	0.327	0.092	Myoid	Prrx1
Mprip	3.94473746643987e-08	0.896118881503225	0.449	0.224	Myoid	Mprip
Ifngr2	4.73961863342278e-08	0.917353365613144	0.469	0.225	Myoid	Ifngr2
Nrp12	7.25713912614662e-08	0.928439358260109	0.592	0.29	Myoid	Nrp1
Gnb41	1.58364780763432e-07	0.87207742614468	0.265	0.046	Myoid	Gnb4
Prkcdbp2	3.00982783492554e-07	0.95600820081507	0.429	0.227	Myoid	Prkcdbp
Nudt4	3.29456674365418e-07	0.772877541123941	0.612	0.409	Myoid	Nudt4
Oaz21	4.10022291010892e-07	0.790457585393184	0.388	0.177	Myoid	Oaz2
Sparcl11	4.6392769944824e-07	0.833653777704387	0.837	0.514	Myoid	Sparcl1
Ano1	5.68135359318761e-07	1.23780561080613	0.286	0.062	Myoid	Ano1
Ifitm32	3.68981865195243e-05	0.836529190450961	0.612	0.41	Myoid	Ifitm3
Dusp11	0.000155275628406417	0.844338956952437	0.408	0.204	Myoid	Dusp1
Cyp17a1	0	4.53079683371564	0.892	0.015	Leydig	Cyp17a1
Insl3	0	3.98669395701711	0.92	0.038	Leydig	Insl3
Lcn2	0	3.90883283135341	0.866	0.033	Leydig	Lcn2
Cyp11a1	0	3.60604266221128	0.866	0.012	Leydig	Cyp11a1
Agt	0	3.1734132731127	0.879	0.144	Leydig	Agt
Fabp33	0	2.61257890030494	0.981	0.335	Leydig	Fabp3
Akr1cl3	0	2.54522753808811	0.997	0.336	Leydig	Akr1cl
Ptgds3	1.93581041513952e-316	3.33317381292053	0.92	0.2	Leydig	Ptgds
Hsd3b1	6.64484643427943e-304	3.46987323481442	0.745	0.009	Leydig	Hsd3b1
Cox6a1	5.81379626667516e-276	1.63551419005877	0.975	0.547	Leydig	Cox6a1
Sult1e1	6.85320072109283e-273	2.59328397345674	0.656	0.003	Leydig	Sult1e1
Hsd3b6	1.23588879336896e-272	3.27960388168294	0.691	0.012	Leydig	Hsd3b6
1110008P14Rik	7.78065788178285e-265	2.14749788203764	0.828	0.064	Leydig	1110008P14Rik
Ces1d	3.35812917302307e-263	2.16300885519996	0.659	0.004	Leydig	Ces1d
Hsd17b3	5.93462233300635e-259	2.11640824781954	0.672	0.006	Leydig	Hsd17b3
Tmem176a1	2.31384938500539e-258	2.12351034678919	0.863	0.083	Leydig	Tmem176a
Fdx1	2.44397218405184e-253	2.09701484576208	0.895	0.204	Leydig	Fdx1
Ephx1	3.67002825365978e-238	2.02943466179265	0.809	0.123	Leydig	Ephx1
Pld3	9.84655063843317e-230	1.93740529064523	0.825	0.121	Leydig	Pld3
Mgst13	2.60805568666026e-221	1.63223110501746	0.93	0.404	Leydig	Mgst1
Klk1b21	7.94923698364487e-221	2.61068944878151	0.618	0.03	Leydig	Klk1b21
Klk1b24	3.05852525442934e-217	2.53060568088084	0.627	0.019	Leydig	Klk1b24
Tmem176b1	1.56277527561253e-210	1.91355702442596	0.873	0.158	Leydig	Tmem176b
Hmgcs22	1.13374374793271e-209	1.58153545301309	0.933	0.372	Leydig	Hmgcs2
Aldh1a13	1.71265203484363e-204	1.6289387119116	0.99	0.534	Leydig	Aldh1a1
Cd361	6.98497918611712e-198	1.91129239440908	0.605	0.016	Leydig	Cd36
Me13	8.83461667178813e-197	1.51454194446523	0.939	0.425	Leydig	Me1
Star	1.11130674043897e-194	2.16721672580634	0.707	0.081	Leydig	Star
Prlr3	1.64587026038768e-191	1.73960668037855	0.882	0.244	Leydig	Prlr
Dbi1	2.84664115558049e-190	1.41734156799986	0.943	0.488	Leydig	Dbi
Gsta31	3.02656515016279e-186	1.9394311297944	0.774	0.162	Leydig	Gsta3
Gstm24	7.82236042820104e-184	1.33159561181518	0.975	0.658	Leydig	Gstm2
Klk1b27	1.01331662590662e-182	2.39142681100895	0.471	0.002	Leydig	Klk1b27
Apoc1	4.44459076722691e-178	2.30826141895068	0.608	0.04	Leydig	Apoc1
Mrap	4.74190496033317e-177	1.36268287392505	0.519	0.008	Leydig	Mrap
Msmo1	5.01002354822246e-177	1.79153134562347	0.688	0.064	Leydig	Msmo1
Bhmt	1.35549569842872e-175	2.3012229567415	0.685	0.07	Leydig	Bhmt
Hao2	4.85586030566709e-175	1.1995911385397	0.455	0.002	Leydig	Hao2
Lipg	7.60580895239891e-174	1.88076961687671	0.624	0.037	Leydig	Lipg
Alas1	6.87626913136221e-169	1.8305402732283	0.736	0.126	Leydig	Alas1
Vcam13	7.40536477754706e-164	1.6570819676307	0.904	0.304	Leydig	Vcam1
Pank1	3.06565484693669e-163	1.65993638191726	0.771	0.149	Leydig	Pank1
Gpt2	4.9680008388418e-162	1.69483004815214	0.666	0.065	Leydig	Gpt2
Sc5d	1.95071920794288e-160	1.48932577132251	0.583	0.029	Leydig	Sc5d
Prdx1	4.93171286228694e-160	1.29878138188385	0.933	0.491	Leydig	Prdx1
Kit	3.6495847821494e-157	1.34719654999613	0.465	0.007	Leydig	Kit
Folr1	3.50604232895073e-155	1.6131704639516	0.707	0.084	Leydig	Folr1
Itih2	5.88488724684227e-151	1.32859618745134	0.516	0.017	Leydig	Itih2
Lhcgr	1.37955523236112e-148	1.38093361894159	0.478	0.012	Leydig	Lhcgr
AU021092	8.20753347267732e-146	2.16618849417636	0.564	0.073	Leydig	AU021092
Nucb21	2.4227247703053e-144	1.50875138710863	0.818	0.263	Leydig	Nucb2
Fam213a2	7.54537836916785e-142	1.56740859165984	0.844	0.228	Leydig	Fam213a
Serinc31	3.30916007986219e-140	1.22297198171974	0.914	0.496	Leydig	Serinc3
Sod1	1.7425633729387e-138	1.14013391762633	0.943	0.561	Leydig	Sod1
Cyp51	9.18128661625306e-135	1.53054576880242	0.58	0.052	Leydig	Cyp51
Uqcr10	1.53704685827853e-130	1.25592903183956	0.892	0.38	Leydig	Uqcr10
Serpina3g1	6.89758777328144e-130	1.2344108602207	0.417	0.009	Leydig	Serpina3g
Acadl	3.83041624595574e-129	1.34581963470295	0.771	0.205	Leydig	Acadl
Ggh	8.63372250453892e-128	1.44719897638269	0.653	0.091	Leydig	Ggh
Gstm13	1.21735953351188e-127	1.34223198567404	0.987	0.751	Leydig	Gstm1
Fads1	8.60990544400472e-127	1.36343409903065	0.596	0.063	Leydig	Fads1
Spon1	1.10904767079497e-124	1.32234628711855	0.525	0.035	Leydig	Spon1
Mgarp3	1.3733750594281e-124	1.36784942768229	0.828	0.249	Leydig	Mgarp
Bpifb5	1.53326717615129e-124	1.04785027973129	0.366	0.004	Leydig	Bpifb5
Snhg11	4.62260567904855e-124	1.41273274145258	0.401	0.01	Leydig	Snhg11
Aldh1a7	4.17969689160129e-123	1.32047321250267	0.503	0.033	Leydig	Aldh1a7
Ifi27	2.33129860280345e-119	1.2544444674111	0.818	0.265	Leydig	Ifi27
Amy1	5.19425629837129e-119	1.42772956091146	0.567	0.061	Leydig	Amy1
Idh12	6.24614964616133e-119	1.34222810425338	0.787	0.232	Leydig	Idh1
Dhcr24	1.09455436528211e-118	1.28625948868431	0.618	0.071	Leydig	Dhcr24
Tmem205	1.13877336673921e-118	1.38156254757917	0.72	0.177	Leydig	Tmem205
Aldoc	2.12256714548111e-118	0.824461961533252	0.315	0.001	Leydig	Aldoc
9230104L09Rik	5.34476567261721e-118	1.78956187031826	0.318	0.002	Leydig	9230104L09Rik
Ndufa1	4.34080352834199e-117	1.22359963911788	0.866	0.361	Leydig	Ndufa1
Cox6c	5.41098898042461e-116	0.979528109613855	0.949	0.63	Leydig	Cox6c
Pcolce1	5.89480211193493e-113	1.27281769173661	0.86	0.284	Leydig	Pcolce
Lrg1	2.30868258030079e-112	1.18806861066779	0.318	0.003	Leydig	Lrg1
Atp5g3	1.1029804162459e-111	1.15083973164832	0.854	0.386	Leydig	Atp5g3
Cstb	6.67484376931241e-109	1.28219211445416	0.79	0.262	Leydig	Cstb
Pon3	9.67989186041503e-108	1.21745463981846	0.551	0.065	Leydig	Pon3
Acsbg13	1.13682222907531e-106	1.02115216226826	0.946	0.499	Leydig	Acsbg1
Igfbp2	1.5525786502939e-106	0.990237363349529	0.325	0.004	Leydig	Igfbp2
0610011F06Rik	3.72077879684967e-105	1.25074163420482	0.573	0.077	Leydig	0610011F06Rik
Oxtr	1.69901081235505e-103	0.949419867950102	0.306	0.003	Leydig	Oxtr
Susd32	1.50997822790773e-102	1.16395870605485	0.799	0.215	Leydig	Susd3
Ctsh1	1.52579321214994e-102	1.08419094792224	0.475	0.037	Leydig	Ctsh
Klk1b22	1.71406005223273e-102	1.31897256451083	0.293	0.003	Leydig	Klk1b22
Mt12	2.47254352935496e-102	1.12668142163512	0.943	0.613	Leydig	Mt1
Slc25a5	6.70124224877062e-102	1.05419342427496	0.879	0.462	Leydig	Slc25a5
Tmem164	2.65664537081353e-100	0.920211899853804	0.408	0.021	Leydig	Tmem164
Irf81	9.56431106727897e-98	1.09590346352587	0.455	0.035	Leydig	Irf8
Acadm	1.50598670260833e-97	1.20317518495315	0.748	0.225	Leydig	Acadm
Tmem35	9.34045403938205e-97	1.20074998934411	0.564	0.082	Leydig	Tmem35
Hspe1	1.78577505639773e-96	1.18249752884007	0.787	0.289	Leydig	Hspe1
Wbp51	2.46835369796587e-95	0.965709017932201	0.93	0.548	Leydig	Wbp5
Adh1	3.33214483996107e-95	1.29197973089563	0.411	0.027	Leydig	Adh1
Tspan8	3.68344605449796e-94	1.02886081315912	0.376	0.018	Leydig	Tspan8
Iqgap22	1.24933730154172e-92	1.08162212752522	0.443	0.037	Leydig	Iqgap2
Ndufb9	9.73871707299917e-91	1.08433139680069	0.806	0.332	Leydig	Ndufb9
Atp5j	1.49577694138119e-90	1.04725742566187	0.847	0.405	Leydig	Atp5j
Gramd1b	1.57456221768595e-90	1.2620795241356	0.592	0.12	Leydig	Gramd1b
Fxyd12	2.54503722281868e-90	1.0330698266819	0.895	0.387	Leydig	Fxyd1
Ndufb8	2.86475946977249e-90	1.12631535021894	0.783	0.299	Leydig	Ndufb8
Ndufc2	1.40572795640894e-89	1.12783546513998	0.777	0.309	Leydig	Ndufc2
Hmgcs1	6.21817831939779e-89	1.2741589379706	0.589	0.111	Leydig	Hmgcs1
Cmbl	8.68973192919473e-89	1.01782804216843	0.436	0.038	Leydig	Cmbl
Sqle	1.35598600792539e-88	0.873395373932277	0.382	0.024	Leydig	Sqle
Ass1	2.4183937047307e-88	1.29701105117461	0.468	0.072	Leydig	Ass1
Etfb	2.56939184928042e-88	1.08148414094802	0.803	0.322	Leydig	Etfb
Etfa	1.36763487765683e-87	1.13463427029929	0.732	0.232	Leydig	Etfa
Fdft1	6.5237702642034e-87	0.982058954835	0.475	0.053	Leydig	Fdft1
Serpina3c	9.94903515695455e-87	1.06895749427975	0.471	0.053	Leydig	Serpina3c
Cox4i1	9.66161116164327e-86	0.794023222597799	0.917	0.646	Leydig	Cox4i1
Slc25a3	1.36453109593065e-85	1.04887885536001	0.809	0.386	Leydig	Slc25a3
Klk1	4.41192022461236e-84	3.59510578868009	0.274	0.015	Leydig	Klk1
Tsc22d12	3.44167825489834e-83	0.975849622391347	0.869	0.569	Leydig	Tsc22d1
Cml1	1.78300440131148e-82	0.955016657665864	0.347	0.019	Leydig	Cml1
Slc3a21	2.74170717279743e-82	1.12707363328653	0.736	0.248	Leydig	Slc3a2
Hacd21	7.05600357863604e-82	1.05490060220931	0.78	0.294	Leydig	Hacd2
Nsdhl	1.93259806684969e-79	0.865210415535614	0.369	0.027	Leydig	Nsdhl
Aqp2	5.1328954687253e-79	1.27567267159568	0.525	0.126	Leydig	Aqp2
Ctsb2	1.06853457521074e-77	0.917625422854054	0.825	0.358	Leydig	Ctsb
Scd1	4.53605797675482e-76	0.815172058163714	0.318	0.017	Leydig	Scd1
Fabp3-ps1	8.19078328969416e-76	0.998409182444775	0.468	0.072	Leydig	Fabp3-ps1
Pja13	1.37013721259627e-75	1.03302529334773	0.787	0.344	Leydig	Pja1
Acaa22	6.23718395570599e-75	1.01146690560444	0.764	0.329	Leydig	Acaa2
Elovl5	1.34828106716684e-74	1.00144929017445	0.713	0.236	Leydig	Elovl5
Cox6b1	3.45065406676567e-74	0.956726930988282	0.818	0.395	Leydig	Cox6b1
Ndufa4	7.92679762835563e-74	0.88493596068166	0.866	0.436	Leydig	Ndufa4
Nat8	1.00807321356862e-73	0.711187271645882	0.207	0.001	Leydig	Nat8
Hsd17b12	8.57142231348971e-73	1.04625503966742	0.618	0.156	Leydig	Hsd17b12
Acat1	1.4259484820578e-72	0.990511666191827	0.755	0.303	Leydig	Acat1
Fdps	3.64929048542429e-71	0.762578133708737	0.309	0.018	Leydig	Fdps
Tm7sf2	1.13885475839507e-69	0.717485705855279	0.268	0.01	Leydig	Tm7sf2
Fads2	2.11312844353787e-68	0.76760739300142	0.347	0.03	Leydig	Fads2
Trp53i11	4.52092977072304e-66	0.736351532433468	0.299	0.02	Leydig	Trp53i11
Scd23	4.94035102358853e-66	0.919054037456802	0.803	0.343	Leydig	Scd2
Smoc1	9.89357309848439e-66	0.696550237915829	0.341	0.031	Leydig	Smoc1
Apln	1.91438452281607e-65	0.781526612993329	0.236	0.007	Leydig	Apln
Slc7a8	4.32284889206422e-65	0.823312894035704	0.385	0.046	Leydig	Slc7a8
Ssr4	1.8796956525316e-64	1.00641756284133	0.701	0.274	Leydig	Ssr4
Prdx3	3.0522919422238e-63	0.820705973068765	0.545	0.124	Leydig	Prdx3
Htatip2	3.52641555878032e-62	0.707077677229622	0.354	0.04	Leydig	Htatip2
Hspd1	8.65440509256712e-61	0.918605920287572	0.78	0.365	Leydig	Hspd1
Elovl6	9.49918725697144e-61	0.908343332407932	0.331	0.033	Leydig	Elovl6
Ndufb6	2.76798882928723e-60	0.884930069191396	0.678	0.229	Leydig	Ndufb6
Aldh1l1	3.6714682795328e-60	0.860713154630761	0.411	0.062	Leydig	Aldh1l1
Hadh	4.49497584074997e-60	0.90457918363435	0.669	0.223	Leydig	Hadh
Acot1	1.10521455629465e-59	1.0568978552353	0.213	0.008	Leydig	Acot1
Phyh	3.65956696979724e-59	0.940143817900756	0.545	0.136	Leydig	Phyh
Hsd17b10	4.24370176691399e-59	0.878462190761573	0.576	0.158	Leydig	Hsd17b10
Cpe2	5.72057176596379e-59	0.804533993350698	0.809	0.349	Leydig	Cpe
Fam195a	2.07310624544526e-58	0.829229898712387	0.446	0.082	Leydig	Fam195a
Ddrgk1	1.70165998511416e-57	0.910594938912479	0.656	0.235	Leydig	Ddrgk1
Fdxr	2.19395583785711e-57	0.989737059014375	0.57	0.168	Leydig	Fdxr
Adh5	4.54985437587719e-57	0.939163287708314	0.615	0.197	Leydig	Adh5
Ech1	5.64330586976376e-57	0.876537771666768	0.694	0.261	Leydig	Ech1
Gstk1	1.19526832449225e-56	0.760559511833118	0.369	0.051	Leydig	Gstk1
Echs1	2.41066529361217e-56	0.804374408997797	0.662	0.231	Leydig	Echs1
Sec61b	2.19903643427543e-55	0.852728964112054	0.704	0.278	Leydig	Sec61b
Cd811	5.11162063371873e-55	0.80574122596467	0.863	0.487	Leydig	Cd81
Ggct	5.97326432422196e-55	0.841151393057877	0.462	0.096	Leydig	Ggct
Mgll1	7.82314280569196e-55	0.711636547278975	0.338	0.046	Leydig	Mgll
Lss	1.53111988915793e-54	0.721111522601747	0.283	0.025	Leydig	Lss
Serpina5	2.07973707648651e-54	0.71692099851411	0.529	0.143	Leydig	Serpina5
Cd47	1.49616635700805e-53	0.75061059075759	0.783	0.339	Leydig	Cd47
Efnb1	2.6829096677668e-53	0.909620900481968	0.452	0.099	Leydig	Efnb1
Uqcr11	5.27932045626574e-53	0.780053479967095	0.78	0.385	Leydig	Uqcr11
Rps27l	6.20579468930773e-53	0.877760265783633	0.761	0.377	Leydig	Rps27l
Sdhb	7.622637103241e-53	0.859012727853106	0.666	0.252	Leydig	Sdhb
Ccs	1.01872882081002e-52	0.747729545454651	0.439	0.088	Leydig	Ccs
Ndufs8	1.16570438024229e-51	0.742526094540873	0.611	0.196	Leydig	Ndufs8
Asah1	1.61882178391613e-51	0.775083966278409	0.51	0.129	Leydig	Asah1
Aldh1a2	4.09020247678574e-51	0.819762275936174	0.299	0.033	Leydig	Aldh1a2
Pgbd5	7.53011468843033e-51	0.855083382789302	0.315	0.039	Leydig	Pgbd5
Lifr1	9.73300628759116e-51	0.801226342716067	0.455	0.1	Leydig	Lifr
Aldh23	1.25693601182388e-50	0.716107865886991	0.885	0.567	Leydig	Aldh2
Ebpl	1.38663757580793e-50	0.800871989374725	0.398	0.073	Leydig	Ebpl
Ndufa6	1.90158824225753e-50	0.756760523614483	0.787	0.403	Leydig	Ndufa6
Dap	1.97404451710754e-50	0.844601346863783	0.497	0.128	Leydig	Dap
Uqcrq	5.51178168562792e-50	0.76636661688404	0.809	0.476	Leydig	Uqcrq
Dnajc15	5.99505619641793e-50	0.817147079433536	0.589	0.191	Leydig	Dnajc15
Dad1	7.81643394289948e-50	0.825219047809869	0.739	0.365	Leydig	Dad1
Ly6e4	4.10645899779797e-49	0.756904018917097	0.72	0.3	Leydig	Ly6e
Cox7b	4.21644835464743e-49	0.805705247141692	0.723	0.326	Leydig	Cox7b
Tecr	5.06195929039657e-49	0.859373940301446	0.596	0.209	Leydig	Tecr
Eci1	9.68768081868646e-49	0.848455127071602	0.49	0.128	Leydig	Eci1
Anapc13	1.25494877828626e-48	0.843638555763098	0.666	0.275	Leydig	Anapc13
Atp5j2	8.49629349553829e-48	0.755386742517752	0.78	0.408	Leydig	Atp5j2
Grhpr	2.37778302586857e-47	0.722448333048862	0.417	0.088	Leydig	Grhpr
Tmem86a	4.69295115676204e-47	0.853564159902222	0.503	0.145	Leydig	Tmem86a
Cpq1	1.02080714391711e-46	0.792251617705346	0.599	0.215	Leydig	Cpq
Cst8	5.50489592502911e-46	0.754634784309844	0.573	0.187	Leydig	Cst8
Map1lc3a1	1.67759994073004e-45	0.780165068047627	0.64	0.25	Leydig	Map1lc3a
Fkbp2	2.67890328532386e-45	0.73540031484071	0.682	0.284	Leydig	Fkbp2
Psme1	2.93614103007214e-45	0.767056393182762	0.643	0.248	Leydig	Psme1
Acadsb	3.11047241874692e-45	0.723289756189667	0.643	0.245	Leydig	Acadsb
Cox5b	6.34302166534146e-45	0.748485663861171	0.732	0.403	Leydig	Cox5b
Tcaf1	1.84530906542104e-44	0.850137040851987	0.354	0.067	Leydig	Tcaf1
Mdh1	1.87925313107976e-44	0.701728949092993	0.631	0.244	Leydig	Mdh1
Gpx1	1.2774268645637e-43	0.727487557026611	0.806	0.463	Leydig	Gpx1
Scpep1	1.89664449443851e-43	0.730357954607768	0.484	0.135	Leydig	Scpep1
Hadha	7.35417603003854e-43	0.80689549734505	0.662	0.292	Leydig	Hadha
Sod2	8.66569697181701e-43	0.745147481227164	0.513	0.157	Leydig	Sod2
C7	9.81779928541017e-40	0.704189245958156	0.309	0.053	Leydig	C7
Rarres1	1.68341636562067e-39	0.703288191945109	0.274	0.039	Leydig	Rarres1
Mut	2.70838712765293e-39	0.722356279451851	0.401	0.099	Leydig	Mut
Ctsd	8.75100361268324e-39	0.696029524662624	0.634	0.265	Leydig	Ctsd
Ndufb11	1.87785153204661e-38	0.693373069401148	0.666	0.299	Leydig	Ndufb11
Cox8a	3.32129472813439e-38	0.711602523649666	0.723	0.395	Leydig	Cox8a
Uqcrh	1.24510531738736e-37	0.697513251017287	0.707	0.359	Leydig	Uqcrh
Uqcrb	2.40325614883471e-37	0.703421661397392	0.697	0.343	Leydig	Uqcrb
Psmb3	2.83424862349495e-37	0.694459135191904	0.701	0.346	Leydig	Psmb3
Ndufs3	2.40310238274069e-36	0.694060245275461	0.535	0.196	Leydig	Ndufs3
Soat1	3.83980748444785e-36	0.722239527301561	0.554	0.21	Leydig	Soat1
Abca11	1.50563205283035e-29	0.772529899140885	0.5	0.224	Leydig	Abca1
Fabp5	6.80906334379342e-27	0.868690798937938	0.312	0.099	Leydig	Fabp5
Aebp11	1.59842566045836e-19	0.699022667235779	0.452	0.229	Leydig	Aebp1
Rhox85	0	3.50238337700942	0.88	0.021	Sertoli	Rhox8
Cst95	0	3.41494471332772	0.861	0.012	Sertoli	Cst9
Cst125	0	3.26167025178436	0.855	0.012	Sertoli	Cst12
Amhr24	0	2.53269429992534	0.795	0.072	Sertoli	Amhr2
Defb365	0	2.48407485873939	0.66	0.027	Sertoli	Defb36
Clu3	0	2.44019425254135	0.887	0.191	Sertoli	Clu
1700011M02Rik5	0	2.41930365435613	0.635	0.004	Sertoli	1700011M02Rik
Espn4	0	2.38253827957867	0.647	0.032	Sertoli	Espn
1700019B21Rik4	0	2.31965503257494	0.542	0.003	Sertoli	1700019B21Rik
Aard4	0	2.30951317149795	0.82	0.218	Sertoli	Aard
Tsx5	0	2.30673110248227	0.639	0.003	Sertoli	Tsx
Sin3b2	0	2.24811889823748	0.861	0.307	Sertoli	Sin3b
Gatm4	0	2.24745458398307	0.767	0.068	Sertoli	Gatm
Basp14	0	2.23596815283515	0.678	0.049	Sertoli	Basp1
Wfdc105	0	2.2138466630391	0.572	0.004	Sertoli	Wfdc10
Gm91125	0	2.18726544115155	0.564	0.003	Sertoli	Gm9112
Defb454	0	2.14369004648683	0.497	0.006	Sertoli	Defb45
Gm38805	0	2.0980979720716	0.515	0.002	Sertoli	Gm3880
Hmgn52	0	2.06060108438012	0.661	0.19	Sertoli	Hmgn5
Tmem184a5	0	2.0277830863058	0.603	0.003	Sertoli	Tmem184a
Defb194	0	2.00846786073524	0.909	0.388	Sertoli	Defb19
Cldn115	0	1.99131471324359	0.561	0.011	Sertoli	Cldn11
Kif21a4	0	1.96557142721916	0.548	0.034	Sertoli	Kif21a
Prm22	0	1.96154665703334	0.842	0.598	Sertoli	Prm2
Map1b3	0	1.93039082455227	0.543	0.077	Sertoli	Map1b
Etd4	0	1.93002171609931	0.506	0.003	Sertoli	Etd
Ppp1r9a3	0	1.82640303447109	0.611	0.15	Sertoli	Ppp1r9a
Gm145693	0	1.82378186434632	0.497	0.021	Sertoli	Gm14569
Tnp23	0	1.82062815539643	0.716	0.488	Sertoli	Tnp2
4933402E13Rik5	0	1.81137277679372	0.494	0.002	Sertoli	4933402E13Rik
Gm2044	0	1.74690020019896	0.413	0.015	Sertoli	Gm2044
Ttyh14	0	1.69683444115401	0.508	0.034	Sertoli	Ttyh1
Srpk24	0	1.67495151360379	0.753	0.25	Sertoli	Srpk2
Trim7	0	1.67212909328691	0.433	0.011	Sertoli	Trim7
Cited13	0	1.64973377335694	0.527	0.059	Sertoli	Cited1
