clusters	InnateLymphoid	Macrophage	Endothelial	Myoid	Leydig	Sertoli	Unknown
Plvap	0	0	0.089698293	0	0.159039169	0.009952487	0.001476157
Plxdc1	0.070790941	0.048653169	0.051694539	0.877782985	0.040084908	0.057299609	0.024048624
Plxdc2	0.078644983	0.423163279	0.311289982	0.263652734	0.626801832	0.021663517	1.100839282
Plxna1	0	0.306039429	0.041944205	0.38343553	0.123107921	0.545502173	0.189950133
Plxna2	0	0.05306324	0.668308555	0	0.042344758	0.024354768	0.159407361
Plxna3	0	0	0	0	0	0.003718755	0.020505148
Plxna4	0	0.018329933	0.184533877	0	0.012724145	0.027678512	0.003650705
Plxna4os3	0	0	0	0	0	0.003285701	0.000719492
Plxnb1	0	0.012780919	0.096517505	0.201691141	0.394964871	0.010772005	0.006972695
Plxnb2	0.060742498	0.552579557	0.087463	0.10405578	0.238967846	0.599587894	0.200664795
Plxnc1	0.278250096	0.239796256	0.039997173	0.268404894	0.212018087	0.810870133	0.033335272
Plxnd1	0.09349335	0.385805463	1.315404449	0.519357172	0.210684543	0.015038144	0.17841978
Pm20d1	0	0	0	0	0.165258068	0.060705181	0.012631447
Pm20d2	0	0.006030414	0	0	0.052359259	0.013748631	0.00623991
Pmaip1	0.100461827	0.191694733	0.07397635	0	0	0.001095042	0.017909125
Pmch	0	0	0	0	0	0	0
Pmel	0	0	0.038333178	0	0.047108995	0.022894169	0.014326065
Pmepa1	0.118005678	0.458090791	0.314929733	0.935625514	0.004845947	0.046241877	0.139078944
Pmepa1os	0	0	0	0	0	0.002500943	0.007379125
Pmf1	0.373161375	0.312467945	0.206158777	0.111267756	0.109346846	0.076707764	0.079049089
Pmfbp1	0.517731516	0.623973652	0.386296135	0.879855643	0.180024434	1.34946905	0.34521591
Pmis2	0.11924692	0.175143663	0.118723005	0	0.041385659	0.469254781	0.166316536
Pml	0.213696365	0.26855683	0.226250932	0	0.079252013	0.07867306	0.102259709
Pmm1	0.176568601	0.212795012	0.220256445	0.706739066	0.691806325	0.364357334	0.589082019
Pmm2	0.720128456	0.534530482	0.358348745	0.189876309	0.425237171	0.640467792	0.471743083
Pmp2	0	0	0	0	0	0	0
Pmp22	0.142677752	1.44177822	0.372346117	0.688024039	0.373182529	0.029153902	1.794641
Pmpca	0.272073718	0.161015279	0.22964053	0.236473019	0.530322526	0.460287329	0.164195455
Pmpcb	0.312866361	0.452667095	0.56894467	0.38214251	0.887425626	0.719753823	0.476623718
Pms1	0	0.023658824	0.045248764	0	0.056582001	0.040444714	0.065136559
Pms2	0.034162861	0.120982492	0.187934673	0	0.081790866	0.147350264	0.110396146
PMS2	0	0	0	0	0	0.001535374	0.002686274
Pmvk	0.12611606	0.312967054	0.203259485	0.344239426	0.51048359	0.147187827	0.157893465
Pnck	0	0	0.076270811	0	0.00429733	0.06130773	0.021638269
Pnisr	1.903090624	2.115676891	1.651145187	1.405054001	1.784072473	2.339727539	2.042749543
Pnkd	0.144217062	0.259438835	0.599128402	0.656890283	0.280001934	0.872339568	0.365047973
Pnkp	0.328699165	0.239777867	0.310821832	0.077223862	0.269038259	0.221446143	0.296669783
Pnldc1	0	0	0.019225372	0.111267756	0.02391751	0.180447425	0.029070429
Pnlip	0	0	0	0	0.009101616	0.005429125	0
Pnliprp2	0	0	0	0	0	0.002098457	0.000869257
Pnma1	0	0.027886787	0.039128622	0	0	0.046954986	0.023725719
Pnma2	0	0	0	0	0.016266128	0.013412933	0
Pnma5	0	0	0	0	0	0.004176483	0
Pnmal1	0.060742498	0.051705686	0	0	0.320061454	0.038895211	0.138070201
Pnmal2	0	0.250469828	0.319305143	0.278182113	0.548230995	0.159216256	0.393620855
Pnmt	0	0	0	0	0	0	0.005926242
Pnn	1.874614019	1.669364834	1.533236879	1.547195596	1.520909429	2.481553323	1.61124737
Pno1	0.213661784	0.268961052	0.122509362	0.179789033	0.461405467	0.430990516	0.229450818
Pnoc	0	0.070394756	0.021455262	0.068326049	0.006037477	0.01551434	0.007723264
Pnp	0.111540643	0.657580897	0.451695002	0.386216821	0.205742984	0.091022048	0.184960629
Pnp2	0	0.078731438	0	0	0.009405814	0.012427355	0.013253125
Pnpla1	0	0	0	0	0	0.006030912	0
Pnpla1os	0	0	0	0	0	0.001950108	0.000442658
Pnpla2	0.424012402	0.270631159	0.134750395	0.512963176	0.259371727	0.322752877	0.253463295
Pnpla3	0	0	0	0	0	0.003317719	0.001249604
Pnpla6	0	0.034541811	0.143356744	0	0.099725533	0.287261495	0.026241769
Pnpla7	0	0.343033965	0.171219202	0	0.046344674	0.078260306	0.095960214
Pnpla8	0.489074984	0.767592356	0.813521877	0.655254965	0.728599169	0.819553171	0.924327155
Pnpo	0.156484468	0.226985431	0.262830322	0.078351046	0.311846118	0.164678978	0.146492732
Pnpt1	0.212013972	0.132348835	0.228076287	0.255839323	0.399570947	0.255501608	0.299659938
Pnrc1	1.470133223	0.908692129	1.256390093	1.456451776	1.115215263	0.904228708	0.909550459
Pnrc2	0.814863618	0.492181562	0.869085079	0.745120256	0.720008709	0.305067505	0.529696332
Poc1a	0.265603441	0.086198765	0.039334321	0	0.011049823	0.082295091	0.072256452
Poc1b	0.353538817	0.176893948	0.214167333	0.417906645	0.040648419	0.230612981	0.193856204
Poc5	0.307219493	0.103415517	0.195456775	0.137363455	0.247071209	0.235974654	0.2373947
Podn	0	0.08181446	0	0	0	0.001740293	0.419372393
Podnl1	0.724389795	0	0	0	0	0	0.00397237
Podxl	0	0.019507942	1.585783445	0	0	0	0.008159701
Podxl2	0	0.032901825	0.013279685	0.174807697	0.09868516	0.031879518	0.041046271
Pofut1	0	0.147091783	0.060121748	0	0.189369129	0.131418542	0.234222003
Pofut2	0.383056743	0.443001513	0.5801965	0.760937301	0.508487009	0.560486711	0.471670927
Pogk	0.113499343	0.175950019	0.157885611	0.276867673	0.152030496	0.097537887	0.127152822
Poglut1	0.121017713	0.169588403	0.250098715	0	0.150484855	0.096089394	0.270224258
Pogz	0.174979758	0.178098265	0.228222443	0	0.080267241	0.33339379	0.166988336
Pola1	0.148128779	0.088276746	0.116518215	0	0.116393956	0.117572147	0.210504565
Pola2	0	0.181736027	0.240942456	0.17374353	0.038854625	0.058963949	0.094301009
Polb	0.350950414	0.663314709	0.571125312	0.143760284	0.341757345	0.743903843	0.390625034
Pold1	0.089288234	0.078327756	0.053050153	0.071687535	0.017437154	0.043061818	0.055877739
Pold2	0.155647632	0.098196262	0.214463566	0.177923886	0.283509106	0.093256802	0.212040273
Pold3	0.520765985	0.290745976	0.301141814	0.526740503	0.204231421	0.484586103	0.329407993
Pold4	0.269774828	0.263871245	0.093886081	0	0.152422388	0.048642161	0.263957474
Poldip2	0.045520329	0.342106322	0.214334769	0.470458577	0.348690047	0.464776858	0.290601376
Poldip3	0.184336691	0.240563804	0.459848284	0.404971626	0.321592209	0.481989675	0.378528849
Pole	0.060742498	0.064013264	0.129231151	0	0.046835891	0.064554773	0.020037939
Pole2	0.12221027	0.026122368	0.064931634	0	0.017586626	0.057268558	0.059268399
Pole3	0.376596722	0.614251587	0.710307458	0.913794612	0.785067089	1.227148632	0.59634287
Pole4	0.278720447	0.325878928	0.434900065	0.761484965	0.414082616	0.333298487	0.410383961
Polg	0.059650796	0.144364326	0.270563202	0.212935	0.190663502	0.261302685	0.13236596
Polg2	0.045520329	0.05919526	0.205827657	0	0.06735851	0.208406153	0.117484271
Polh	0.052319753	0.063119687	0	0	0.053166831	0.036005032	0.017811849
Poli	0.239960061	0.067994183	0.118290165	0	0.091860091	0.121180106	0.161545219
Polk	0.335687505	0.155305093	0.548108633	0.463549173	0.286189129	0.352086304	0.433797561
Poll	0.061848862	0.093147278	0.108909723	0	0.056874987	0.091611345	0.059198386
Polm	0.239656844	0.030268746	0.030431521	0	0.045027444	0.037663937	0.064378405
Poln	0.285326863	0	0.031283637	0.142155348	0.002547584	0.164422377	0.017146891
Polq	0.057776799	0	0.077964723	0.318566499	0	0.020151635	0.011551126
Polr1a	0.356078726	0.12900428	0.262664583	0.275675704	0.297875829	0.547759761	0.24240278
Polr1b	0	0.086607609	0.103308665	0.254724292	0.019436783	0.056896569	0.033727919
Polr1c	0.402436509	0.169092404	0.29067277	0.068326049	0.261083989	0.270536141	0.367419801
Polr1d	1.011665496	0.971216912	0.895570653	0.390527199	1.06947974	1.138922681	1.004665333
Polr1e	0.061848862	0.067592243	0.117656642	0.295621215	0.074387595	0.05554087	0.076300058
Polr2a	0.518446567	0.509542416	0.532182127	0.228104287	0.210130199	0.397481886	0.426839189
Polr2b	0.333557074	0.292918387	0.319676788	0.376416935	0.424889659	0.443972512	0.426976355
Polr2c	0.534114665	0.283112975	0.440163783	0.692453259	0.525124451	0.344538682	0.440171477
Polr2d	0.308563156	0.386152637	0.272833044	0.393732236	0.309980336	0.262478878	0.329953752
Polr2e	0.692075779	0.56766244	0.778567007	0.303940919	0.627249557	0.586731866	0.658060762
Polr2f	0.701255335	0.420700897	0.716094468	0.619752758	0.661881762	0.812653185	0.836019145
Polr2g	0.65332743	0.454252084	0.466953369	0.492577218	0.417819899	0.634245253	0.39475153
Polr2h	0.269090014	0.255026252	0.231689123	0.307529592	0.458680583	0.624727815	0.468814972
Polr2i	0.511504998	0.402033394	0.730776146	0.942429303	0.894040564	0.916688261	0.582629607
Polr2j	0.383308081	0.704182918	0.457892814	0.570383336	0.527336943	0.402505342	0.488664181
Polr2k	0.29482406	0.369930397	0.386027269	0.10405578	0.285086598	0.211737979	0.39595565
Polr2l	0.386129517	0.325820829	0.597274643	0.45543469	0.907187074	0.876182978	0.522547809
Polr2m	0.812120994	0.349543174	0.588930944	0.813229877	0.733332006	0.72666377	0.653416911
Polr3a	0.144024386	0.226087876	0.13014159	0.078351046	0.088119108	0.307414699	0.109294541
Polr3b	0	0.19039419	0.150116073	0.126453184	0.191879604	0.141662915	0.116592279
Polr3c	0.500548812	0.448793589	0.24111284	0.109240687	0.077705284	0.318199736	0.137601861
Polr3d	0.571424622	0.348988784	0.292800114	0.540713773	0.323316997	0.542823879	0.474299725
Polr3e	0.254152943	0.235481586	0.169519389	0	0.132054049	0.26451958	0.222921053
Polr3f	0.082133777	0.254372892	0.256362943	0.179789033	0.2487382	0.340947874	0.267310134
Polr3g	0.14528344	0.040263143	0.049853358	0.371543234	0.221628098	1.223173604	0.081712619
Polr3gl	0.466408361	0.50652345	0.601820368	0.680845401	0.436499945	0.53113738	0.575962212
Polr3h	0.045573446	0.067279835	0.02691286	0	0.157746059	0.296155658	0.162718498
Polr3k	0.431863504	0.557847411	0.49287157	0.541868853	0.47887852	0.491412967	0.332932018
Polrmt	0	0.083966597	0.073817093	0	0.154842409	0.094990826	0.088317858
Pom121	0.521030918	0.460298235	0.606278499	0.209551536	0.306297073	0.784647946	0.302685786
Pom121l12	0	0	0	0	0	0.036421954	0.017216232
Pom121l2	0.117740154	0.110204153	0	0	0.039181061	0.079151211	0.011108088
Pomc	0.165188034	0.192243404	0.065522039	0	0.014945504	0.117783402	0.077653766
Pomgnt1	0.031798777	0.119059339	0.23823265	0.184820802	0.048045518	0.411376961	0.15905537
Pomgnt2	0	0	0.048381006	0	0.076492762	0.247037028	0.069923795
Pomk	0	0.104299472	0.015471635	0	0.09195451	0.153150681	0.207305755
Pomp	1.145074963	1.351296809	0.909474376	0.861290576	1.313803424	1.181815768	0.948989898
Pomt1	0.116275927	0.168497023	0.214267869	0.306613495	0.07304325	0.228540693	0.166140927
Pomt2	0	0.121675976	0.049617059	0	0.124093041	0.292826716	0.072323315
Pon2	0.440397726	0.585166401	0.742375322	0.580201747	0.699721666	0.117369847	0.681706113
Pon3	0.170625157	0.477346703	0.067264601	0.213618127	1.469670333	0.008309344	0.442700147
Pop1	0.157916365	0.071309705	0.120903994	0	0.09855401	0.218838325	0.12589955
Pop4	0.309048191	0.302300437	0.328802578	0.316180278	0.789703759	0.266253697	0.489028805
Pop5	0.417669647	0.336382038	0.35013118	0.456447912	0.430385214	0.311406755	0.193889724
Pop7	0.442790326	0.116055992	0.294014167	0.115753387	0.213527785	0.161219578	0.226050547
Popdc2	0	0.020626603	0	0.490291073	0.041564136	0.001554703	0.019458908
Popdc3	0.129944818	0	0	0	0	0.003917095	0.001210578
Por	0.392286821	0.312244328	0.350498605	0.289932188	0.675689889	0.244018773	0.595653472
Porcn	0	0.047345845	0.0545313	0.18673971	0.053767476	0.404274989	0.18662983
Postn	0	0.097944697	0.059361291	0.769485339	0.016622723	0.027432155	0.01281822
Pot1a	0.161360513	0.11797554	0.223291936	0	0.042443078	0.122249569	0.12930688
Pot1b	0.264132068	0.076614934	0.025280811	0	0.05321111	0.031437255	0.054552017
Poteg	0.077964785	0.113026772	0.103030225	0.124750393	0.029630757	0.166312049	0.091568363
Pou2af1	0.034162861	0	0	0	0	0.003640936	0.001481945
Pou2f1	0.374509717	0.142419958	0.275407449	0.565922432	0.086246072	0.234366523	0.188661677
Pou2f2	0.09292403	0.908576718	0	0	0.030891839	0.071615803	0.051131651
Pou2f3	0	0	0.023474816	0	0	0.011880635	0.003710407
Pou3f1	0	0	0	0	0.020286482	0.024917163	0.007291564
Pou3f2	0	0	0	0	0.031474475	0.005779066	0.003634304
Pou3f3	0	0	0	0	0	0.009242268	0.006400545
Pou4f1	0	0	0.006584156	0	0	0.015420297	0.011043737
Pou5f1	0	0	0	0	0	0	0
Pou5f2	0	0.051994327	0.087355155	0	0.005724747	0.056504724	0.035383377
Pou6f1	0	0.126199661	0.039489096	0.409714819	0.158635348	0.14000804	0.137192135
Pou6f2	0	0	0	0	0.003526067	0.028927581	0.011839662
Pp2d1	0	0.006030414	0	0	0.045188954	0.037760892	0.024749654
Ppa1	0.117772301	0.286009559	0.31105358	0.416544159	0.342561789	0.29360538	0.34524489
Ppa2	0.189795904	0.552393726	0.275945285	0.232116971	0.450357157	0.439860458	0.498747831
Ppan	0.124446103	0.31409343	0	0.071687535	0.089229885	0.280904247	0.178827883
Ppap2a	0	0.235050528	0.640056353	0.811106084	0.477113617	0.126754077	0.50727588
Ppap2b	0.493134868	1.666672789	1.856781347	1.371620124	1.060468856	0.23214477	3.027680363
Ppap2c	0.051919803	0	0	0.229786383	0.159959592	0.054356759	0.018383055
Ppapdc1a	0	0	0	0	0	0.005294368	0.002665612
Ppapdc1b	0.0927345	0.24021401	0.275158082	0	0.233898819	0.041501513	0.217220816
Ppapdc2	0.186714567	0.204323544	0.193153713	0.071687535	0.191882333	0.268751484	0.138682837
Ppapdc3	0	0.089617445	0.032866561	0	0.037760062	0.16937798	0.060910211
Ppara	0	0.0067476	0.035965739	0.169082783	0.423681809	0.031292604	0.084524455
Ppard	0	0.128918778	0.093954118	0.1530491	0.048696611	0.008792413	0.089180871
Pparg	0.08049655	0.06818037	0	0.321685529	0	0.008438717	0.080441887
Ppargc1a	0	0.05039154	0.04771966	0	0.004084583	0.010876987	0.001368784
Ppargc1b	0.037312193	0.115958145	0	0.177923886	0.005421703	0.170970327	0.028030407
Ppat	0.330554492	0.100847477	0.300306417	0.111267756	0.343610749	0.638831002	0.253587922
Ppcdc	0.270209635	0.437767188	0.262518201	0.115687697	0.184535703	0.505463888	0.217517289
Ppcs	0.200967019	0.036661176	0.193426014	0	0.273106653	0.506038666	0.105987283
Ppdpf	0.586260022	0.071590563	0.612059699	0.489553438	0.363098023	0.230923536	0.38972149
Ppef1	0	0	0	0.068326049	0	0.074331198	0.013927145
Ppef2	0	0.023268552	0.037550405	0	0	0.019365227	0.023161521
Ppfia1	0.425962108	0.301516626	0.517698292	0.332903502	0.374730194	0.602173835	0.404329287
Ppfia2	0	0	0	0	0	0.043294741	0.011008188
Ppfia3	0	0	0.017085146	0	0.015505821	0.073076442	0
Ppfia4	0	0.475989105	0.023048655	0	0.02176604	0.030513234	0.018836949
Ppfibp1	0.115574777	0.592653469	1.081194347	0.677077201	0.806154491	0.731559708	1.011969336
Ppfibp2	0	0.262988959	0.185736958	1.172252462	0.206462476	0.879875559	0.149950101
Pphln1	0.379380685	0.451425512	0.508795959	0.735860897	0.463867275	0.439634164	0.381965745
Ppia	2.797487556	2.348932215	2.234508079	2.244210806	2.388686214	1.276266951	2.286953489
Ppib	1.576119119	1.38703913	1.614431991	1.748547428	1.853166347	0.953453625	1.76297769
Ppic	0	0.152168662	1.266948837	1.139930092	0.150773067	0.0097594	0.703983728
Ppid	0.442128891	0.408302261	0.484659112	0.407290322	0.508237361	0.345874544	0.543302125
Ppie	0.398423588	0.185892895	0.145007468	0.271879252	0.334621395	0.232670306	0.320772184
Ppif	0.393772319	0.074878608	0.023548867	0.054697288	0.111802348	0.083892009	0.094283601
Ppig	1.337618602	1.263007362	1.778252941	1.647246077	1.371034173	1.841310451	1.389978137
Ppih	0.340556477	0.279072006	0.293020978	0.42256445	0.272009841	0.198313909	0.196206577
Ppil1	0.258267518	0.055175473	0.26670319	0.307570417	0.093948322	0.232792522	0.113889234
Ppil2	0.356923662	0.287872059	0.180405125	0.371361804	0.441171311	0.517846687	0.328669221
Ppil3	0.23024491	0.155458575	0.125269145	0.32892149	0.322969354	0.192315599	0.269974847
Ppil4	0.795813792	0.723380242	0.697394478	1.171383472	0.658177415	0.837744962	0.766296167
Ppil6	0.066397239	0.044130167	0.073176393	0.18673971	0.024179314	0.126763462	0.025889258
Ppip5k1	0.037312193	0.143002422	0.042384839	0.089293209	0.176517856	0.183482349	0.109018497
Ppip5k2	0.130609192	0.20462004	0.29535694	0.071687535	0.230482243	0.489233614	0.192650007
Ppl	0	0.05142031	0	0	0.078462424	0.007029251	0.232177438
Ppm1a	0.495953899	0.684047429	0.603146326	0.854535803	0.466964929	0.924611928	0.583659418
Ppm1b	0.296790038	0.485120092	0.370051426	0.638386602	0.314393197	0.653286702	0.402473611
Ppm1d	0.14299024	0.241381732	0.263959682	0.350382231	0.135927595	0.461151778	0.346875005
Ppm1e	0	0	0	0.14890934	0.066135301	0.012413151	0.010252725
Ppm1f	0.155943239	0.108675915	0.482568867	0	0.064488783	0.074002603	0.05120448
Ppm1g	0.674574447	0.6407187	0.767174993	0.279146996	0.603394635	1.0874033	0.532346296
Ppm1h	0.189693077	0.102818905	0.101943313	0.153626283	0.07543759	0.038295346	0.051288054
Ppm1j	0.35174472	0.082569652	0.060494533	0	0.009061156	0.123753878	0.036777373
Ppm1k	0.105378296	0.107533925	0.172001505	0.265921734	0.205674598	0.415323501	0.296005954
Ppm1l	0.070694814	0	0.463177362	0.597356323	0.247836418	0.145485489	0.020741891
Ppm1m	0.185899484	0.307345202	0.269519719	0.549192489	0.548762297	1.106423904	0.380240343
Ppm1n	0.037312193	0	0	0	0	0.007626039	0.005834954
Ppme1	0.234108612	0.128739513	0.359242841	0.46463757	0.253817142	0.178850116	0.182508635
Ppox	0.092030323	0.061869062	0.051886858	0	0.062845843	0.138073493	0.068234196
Ppp1ca	1.659807045	1.181034237	1.309153103	0.960521958	1.116018329	0.772209765	0.876976234
Ppp1cb	0.65355589	0.527048866	0.885220682	0.885172691	0.679329598	0.474249057	0.68828854
Ppp1cc	0.986244459	0.578931515	0.254765775	0.17318535	0.353815536	0.638951393	0.429197769
Ppp1r10	0.051491956	0.271020504	0.425329529	0.722648523	0.466176731	0.440965441	0.319417298
Ppp1r11	1.301827507	0.849259243	0.62719199	0.708202014	0.514683266	1.209583683	0.686088535
Ppp1r12a	1.452143847	0.823144346	1.178189603	2.427561447	0.716751116	1.455568111	0.785678205
Ppp1r12b	0	0.113542332	0.245231108	0.572501033	0.146458979	0.244951434	0.262110171
Ppp1r12c	0.816553112	0.685866378	0.531293996	0.783534733	0.290138043	1.182220436	0.462866326
Ppp1r13b	0.073282119	0.046640107	0.56802579	0	0.04580736	0.244063613	0.127243565
Ppp1r13l	0	0.090596998	0	0	0.008407593	0.078015704	0.048426955
Ppp1r14a	0.207962635	0.193395995	0.079138818	1.338254459	0.821318033	0.016175875	0.6848228
Ppp1r14b	0.568020472	0.586871162	0.367694445	0.296304373	0.708077492	0.418383224	0.471227452
Ppp1r14c	0.023578435	0	0	0.077223862	0.025178772	0.029868487	0.002901071
Ppp1r14d	0	0	0	0	0	0.003915929	0
Ppp1r15a	0.886811836	0.724809203	1.205049555	2.713948635	0.783716963	0.514025744	1.255985502
Ppp1r15b	0.57102236	0.273816616	0.393742222	0.135434296	0.371758468	0.331930562	0.287525273
Ppp1r16a	0.027719805	0.092389542	0.115766536	0	0.02215514	0.252679721	0.075146782
Ppp1r16b	0.369217449	0	0.642649479	0	0.073128434	0.283709837	0.006163096
Ppp1r17	0	0	0	0	0	0.005470464	0
Ppp1r18	1.491649275	0.434242924	0.348396813	0.474340731	0.090389738	0.255802239	0.149655603
Ppp1r18os	0	0.030268746	0	0	0.031462547	0.016871422	0.023147331
Ppp1r1b	0	0	0	0	0.009405814	0.003372731	0.003668423
Ppp1r1c	0	0	0	0	0	0.032251868	0.03222677
Ppp1r2	0.685654488	0.611406472	0.752707091	0.835361655	0.691289271	0.940710673	0.995686125
Ppp1r2-ps1	0	0.048132254	0.032808651	0	0.00154726	0.012903022	0.018575937
Ppp1r2-ps2	0	0.005633294	0.016278627	0	0.024032799	0.022370519	0.009784063
Ppp1r2-ps3	0.076776596	0.078374177	0.028667618	0	0.021304139	0.144182182	0.051902017
Ppp1r2-ps4	0.083509806	0.039426726	0	0	0.043878233	0.023850463	0.019044322
Ppp1r2-ps6	0	0	0	0	0.001612683	0.003909801	0.004613379
Ppp1r2-ps7	0	0.249725628	0.071789489	0	0.031065023	0.350293106	0.086682478
Ppp1r2-ps9	0.14321299	0.206690755	0.023436485	0.109240687	0.004259966	0.175850102	0.024373138
Ppp1r21	0.494291891	0.516501863	0.306935442	0.255839323	0.336724077	0.271053027	0.255494472
Ppp1r26	0	0	0	0.201140483	0.067825266	0.046549682	0.023531156
Ppp1r27	0	0.069120382	0.066221298	0	0	0.065623177	0.035833254
Ppp1r32	0	0.105015138	0.094912513	0.383316685	0.064324185	0.246177711	0.100358895
Ppp1r35	0.164188242	0.209846281	0.171607097	0.071687535	0.226354763	0.193063734	0.1457734
Ppp1r36	0.061848862	0.16738016	0.138871784	0.185210064	0.132575122	0.411577048	0.173301928
Ppp1r37	0	0	0	0	0	0.034977195	0.002691957
Ppp1r3a	0	0	0	0	0.085321474	0.0047419	0
Ppp1r3b	0	0.042404031	0.171439298	0	0.005763314	0.032145789	0.002027093
Ppp1r3c	0	0	0.033181554	0	0.011273746	0.133350406	0.122384617
Ppp1r3d	0	0.064234387	0.010997485	0.054697288	0.014945504	0.020973977	0.011053495
Ppp1r3e	0	0.063897583	0.129291663	0.412091865	0.106078297	0.137885539	0.036514779
Ppp1r3f	0	0	0.005465313	0	0	0	0.004557971
Ppp1r3fos	0	0.011701952	0.009615662	0	0	0.0107839	0.005635828
Ppp1r42	0.049880677	0.196714584	0.053619568	0.1620614	0.040372	0.308469286	0.09942373
Ppp1r7	1.013637718	0.772814764	0.706749738	0.863272909	0.450955389	0.565786757	0.588967026
Ppp1r8	0.479502681	0.241807069	0.224747519	0	0.262538369	0.240617387	0.170804758
Ppp1r9a	0	0.451832074	0.310493204	0.655570498	0.575279685	2.384502665	0.589080717
Ppp1r9b	0.681694457	0.334805197	0.418668001	0.337867851	0.19114176	0.035943884	0.207280944
Ppp2ca	0.425767989	0.38816314	0.719816224	0.115687697	0.673309349	0.737522011	0.636541041
Ppp2cb	0.573305377	0.407749401	0.483447961	0.62358864	0.299161587	0.33961139	0.457549042
Ppp2r1a	0.451326821	0.424859245	0.290145466	0.56220704	0.388141255	0.499379976	0.622575852
Ppp2r1b	0.059267473	0.038347411	0.058374594	0.18673971	0.050898395	0.146567867	0.086748679
Ppp2r2a	1.279217193	0.878067346	0.973479075	1.370242764	1.080442227	0.864894373	1.274021679
Ppp2r2b	0.15370073	0.094865482	0.030478921	0.233233146	0.014533217	0.414180168	0.0813435
Ppp2r2c	0.037617651	0	0	0	0	0.006099525	0.000719492
Ppp2r2cos	0	0	0	0	0	0.039590287	0.000880565
Ppp2r2d	0.582370322	0.646205236	0.622263861	0.750262516	0.734680273	0.722836076	0.715382265
Ppp2r3a	0.113158078	0.378472706	0.449678728	0.839326999	0.636966008	0.931897491	0.942502233
Ppp2r3c	0.214905024	0.254365848	0.125574466	0	0.159996132	0.296161915	0.239941367
Ppp2r3d	0.101276471	0.114990426	0.224747062	0.465644353	0.225918562	0.376175232	0.224525851
Ppp2r4	0.371134286	0.437888305	0.166975392	0.24419901	0.351615162	0.45822113	0.412760164
Ppp2r5a	1.298583271	0.70971045	1.014735153	0.70013864	0.449877835	0.190996898	0.504200137
Ppp2r5b	0	0.067105386	0.114977567	0	0.049714464	0.032361838	0.033799134
Ppp2r5c	1.241636515	0.810630657	1.146586512	0.991991655	0.642268686	0.865451768	0.823423034
Ppp2r5d	0.273578104	0.105151362	0.112231615	0	0.078903653	0.059648254	0.143812687
Ppp2r5e	0.742381024	0.707708649	0.595775992	0.339654942	0.550238079	0.686542869	0.55264067
Ppp3ca	0.796023379	1.058556278	1.058296169	0.784723777	0.984733282	1.909615643	0.893371716
Ppp3cb	0.838987471	0.538554933	0.295866804	0.773814995	0.448660119	0.282674777	0.659155481
Ppp3cc	0.635664149	0.114645158	0.690209623	0	0.150395417	0.342922396	0.404829491
Ppp3r1	0.355399213	0.558771393	0.372187153	0.184371069	0.457958913	0.563088062	0.428087253
Ppp3r2	0.451131295	0.564629466	0.386607382	0.111267756	0.171819599	0.840575616	0.430693086
Ppp4c	0.683296291	0.624203761	0.577652003	0.143760284	0.36164552	0.712381364	0.433674299
Ppp4r1	0.115517319	0.247913822	0.166098708	0.109240687	0.256400957	0.487504431	0.146258112
Ppp4r1l-ps	0	0.344092682	0.360513668	0.253111909	0.212028327	0.509785724	0.258075162
Ppp4r2	0.553010896	0.552956072	0.594368818	0.421619867	0.362588558	0.757560926	0.477142946
Ppp4r4	0	0.063250331	0.019825792	0.1620614	0.080047995	0.219553523	0.125326755
Ppp5c	0.455775346	0.35715059	0.318546848	0.377939079	0.212419393	0.174834887	0.397086247
Ppp6c	0.349310668	0.314706105	0.267814143	0.333590421	0.421131943	0.309969656	0.34249926
Ppp6r1	0.784850283	0.53584155	0.271852146	0.238492075	0.191248289	0.503676562	0.201590207
Ppp6r2	0	0.149648435	0.193447119	0	0.082496977	0.213061498	0.097240804
Ppp6r3	0.353516494	0.550782778	0.615985531	0.164615557	0.304048412	0.382049313	0.32647941
Pprc1	0.222210161	0.026653188	0.027384756	0.237301781	0.051728942	0.121441596	0.085502191
Ppt1	0.494244457	1.03205647	0.649432899	0.973459836	0.960138367	2.336966443	0.718277176
Ppt2	0.106311248	0.273574468	0.041669709	0.104268627	0.126729917	0.25129882	0.11953964
Pptc7	0.68443561	0.355264243	0.295078999	0.528439876	0.500941928	0.684248587	0.475948801
Ppwd1	0.223643171	0.152596203	0.041207597	0.134818703	0.2281873	0.211512885	0.18386065
Pqbp1	0.65110668	0.557593256	0.515168822	0.631159962	0.692636356	0.240579246	0.613100023
Pqlc1	0.126714469	0.184784263	0.905998575	0.24316636	0.181238414	0.094595022	0.183734446
Pqlc2	0.102440437	0.250491499	0.019825792	0	0.016337501	0.045250599	0.045661612
Pqlc3	0.509674116	0.364796081	0	0.109240687	0.172857964	0.002021514	0.255263224
Pradc1	0.076776596	0.212512104	0.331779549	0.170616762	0.151907007	0.060400312	0.100580132
Praf2	0	0.066926224	0.102485598	0.111267756	0.023176607	0.006157165	0.195745436
Prame	0	0	0	0	0	0.017795732	0.003529012
Pramef12	0	0	0	0	0	0.007489187	0
Pramef12os	0	0	0	0	0	0	0
Pramef8	0.103237862	0.050774112	0.059337409	0	0.065490043	0.102997778	0.091239781
Pramel	0	0	0.013279685	0	0	0.042797506	0.002276376
Pramel1	0	0	0	0	0	0.006707196	0
